short_name,age,nationality_name,overall,club_name,height_cm,weight_kg,player_positions,potential,fifa_version,pace,shooting,passing,dribbling,defending,physic,weak_foot,skill_moves,league_level,league_name,value_eur
E. Ruud,33,Norway,71,Odd,182,76,RB,71,18.0,67.0,59.0,71.0,65.0,68.0,78.0,3,2,1.0,Eliteserien,900000.0
E. Ruud,34,Norway,69,Odd,182,76,RB,69,19.0,62.0,59.0,70.0,65.0,66.0,75.0,3,2,1.0,Eliteserien,300000.0
E. Ruud,35,Norway,69,Odd,182,76,RB,69,20.0,63.0,65.0,70.0,65.0,66.0,75.0,3,2,1.0,Eliteserien,300000.0
E. Ruud,36,Norway,68,Odd,182,76,RB,68,21.0,56.0,64.0,70.0,65.0,65.0,72.0,3,2,1.0,Eliteserien,275000.0
E. Ruud,37,Norway,68,Odd,182,76,RB,68,22.0,56.0,64.0,70.0,65.0,65.0,72.0,3,2,1.0,Eliteserien,275000.0
E. Ruud,38,Norway,66,Odd,182,76,RB,66,23.0,53.0,64.0,70.0,65.0,63.0,71.0,3,2,1.0,Eliteserien,190000.0
E. Ruud,39,Norway,67,Odd,182,76,"RWB, RB",67,24.0,53.0,64.0,70.0,65.0,63.0,70.0,3,2,1.0,Eliteserien,230000.0
E. Saveljich,23,Argentina,68,Racing Club,187,82,CB,73,15.0,60.0,28.0,35.0,44.0,70.0,72.0,3,2,1.0,Liga Profesional,800000.0
E. Saveljich,24,Montenegro,67,Defensa y Justicia,187,82,CB,73,16.0,60.0,29.0,35.0,43.0,69.0,74.0,3,2,1.0,Liga Profesional,850000.0
E. Saveljich,25,Montenegro,71,Levante,186,80,CB,77,17.0,61.0,32.0,43.0,45.0,72.0,77.0,3,2,2.0,La Liga 2,1900000.0
E. Saveljich,26,Montenegro,71,Albacete,186,80,CB,76,18.0,58.0,32.0,43.0,44.0,72.0,77.0,3,2,2.0,La Liga 2,2600000.0
E. Saveljich,27,Montenegro,69,Levante,186,80,CB,72,19.0,51.0,32.0,43.0,44.0,69.0,76.0,3,2,1.0,La Liga 2,1100000.0
E. Saveljich,28,Montenegro,70,Rayo Vallecano,187,82,CB,72,20.0,48.0,32.0,45.0,44.0,70.0,76.0,3,2,2.0,La Liga,1800000.0
E. Saveljich,29,Montenegro,68,Rayo Vallecano,187,82,CB,69,21.0,48.0,32.0,45.0,43.0,69.0,77.0,3,2,2.0,La Liga,1100000.0
E. Saveljich,30,Montenegro,69,Rayo Vallecano,187,80,CB,69,22.0,45.0,32.0,46.0,43.0,69.0,80.0,3,2,1.0,La Liga,1100000.0
E. Saveljich,31,Montenegro,71,Rayo Vallecano,187,80,CB,71,23.0,39.0,32.0,49.0,45.0,71.0,79.0,3,2,1.0,La Liga,1300000.0
E. Saveljich,32,Montenegro,70,Burgos,187,80,CB,70,24.0,36.0,32.0,47.0,44.0,69.0,80.0,3,2,2.0,La Liga 2,1000000.0
E. Skhiri,19,France,58,Montpellier,185,69,CM,63,15.0,56.0,51.0,61.0,67.0,41.0,47.0,3,3,1.0,Ligue 1,110000.0
E. Skhiri,20,France,63,Montpellier,185,69,"RB, CM",68,16.0,59.0,54.0,63.0,67.0,63.0,63.0,3,3,1.0,Ligue 1,375000.0
E. Skhiri,21,Tunisia,65,Montpellier,185,69,"CM, RB, RM, CB",71,17.0,62.0,60.0,64.0,66.0,65.0,63.0,3,3,1.0,Ligue 1,725000.0
E. Skhiri,22,Tunisia,74,Montpellier,185,69,CDM,80,18.0,67.0,64.0,70.0,71.0,73.0,71.0,3,3,1.0,Ligue 1,6500000.0
E. Skhiri,23,Tunisia,76,Montpellier,185,69,"CDM, CM",81,19.0,66.0,67.0,71.0,73.0,77.0,71.0,3,3,1.0,Ligue 1,8500000.0
E. Skhiri,24,Tunisia,78,FC Köln,185,69,"CDM, CM",82,20.0,66.0,68.0,72.0,74.0,79.0,74.0,3,3,1.0,Bundesliga,12000000.0
E. Skhiri,25,Tunisia,77,FC Köln,185,73,"CDM, CM",80,21.0,58.0,68.0,72.0,74.0,78.0,73.0,3,3,1.0,Bundesliga,12500000.0
E. Skhiri,26,Tunisia,77,FC Köln,185,73,"CDM, CM",79,22.0,58.0,69.0,69.0,73.0,77.0,73.0,3,3,1.0,Bundesliga,11500000.0
E. Skhiri,27,Tunisia,79,FC Köln,185,74,"CDM, CM",80,23.0,68.0,72.0,71.0,75.0,79.0,75.0,3,3,1.0,Bundesliga,18000000.0
E. Skhiri,28,Tunisia,81,Eintracht Frankfurt,185,74,"CDM, CM",82,24.0,63.0,73.0,74.0,76.0,80.0,76.0,3,3,1.0,Bundesliga,25000000.0
E. Stevens,23,Republic of Ireland,62,Aston Villa,183,78,LB,68,15.0,67.0,40.0,59.0,61.0,59.0,62.0,2,2,1.0,Premier League,275000.0
E. Stevens,24,Republic of Ireland,65,Portsmouth,183,78,LB,71,16.0,67.0,41.0,60.0,62.0,62.0,62.0,2,2,4.0,League One,600000.0
E. Stevens,25,Republic of Ireland,66,Portsmouth,183,78,LB,69,17.0,71.0,41.0,60.0,62.0,62.0,63.0,2,2,4.0,League One,625000.0
E. Stevens,26,Republic of Ireland,67,Sheffield United,183,78,"LB, LWB",68,18.0,70.0,41.0,60.0,66.0,63.0,67.0,2,2,2.0,Premier League,725000.0
E. Stevens,27,Republic of Ireland,70,Sheffield United,183,78,"LWB, LB",70,19.0,71.0,41.0,62.0,65.0,68.0,69.0,2,3,2.0,Premier League,1500000.0
E. Stevens,28,Republic of Ireland,74,Sheffield United,183,78,LWB,74,20.0,70.0,45.0,63.0,69.0,72.0,73.0,2,3,1.0,Premier League,4800000.0
E. Stevens,29,Republic of Ireland,78,Sheffield United,183,78,"LWB, LB",78,21.0,75.0,45.0,66.0,75.0,74.0,74.0,2,3,1.0,Premier League,12500000.0
E. Stevens,30,Republic of Ireland,74,Sheffield United,183,78,LWB,74,22.0,71.0,45.0,66.0,72.0,70.0,73.0,2,3,2.0,Premier League,3600000.0
E. Stevens,31,Republic of Ireland,71,Sheffield United,183,78,"LWB, LB",71,23.0,66.0,45.0,64.0,70.0,68.0,71.0,2,3,2.0,Premier League,1400000.0
E. Stevens,32,Republic of Ireland,70,Stoke City,183,78,"LB, LWB",70,24.0,65.0,45.0,64.0,69.0,66.0,71.0,2,3,2.0,Championship,1100000.0
E. Sviatchenko,22,Denmark,67,Midtjylland,185,82,CB,77,15.0,62.0,34.0,50.0,59.0,66.0,71.0,3,2,1.0,Superliga,500000.0
E. Sviatchenko,23,Denmark,76,Midtjylland,185,82,CB,81,16.0,71.0,43.0,59.0,61.0,75.0,81.0,3,2,1.0,Superliga,6000000.0
E. Sviatchenko,24,Denmark,75,Celtic,185,82,CB,79,17.0,71.0,48.0,58.0,55.0,74.0,80.0,4,2,1.0,Premiership,4600000.0
E. Sviatchenko,25,Denmark,73,Celtic,183,82,CB,75,18.0,69.0,50.0,58.0,55.0,71.0,78.0,4,2,1.0,Premiership,4100000.0
E. Sviatchenko,26,Denmark,75,Midtjylland,184,82,CB,78,19.0,67.0,50.0,59.0,55.0,75.0,78.0,4,2,1.0,Superliga,7000000.0
E. Sviatchenko,27,Denmark,74,Midtjylland,184,82,CB,75,20.0,58.0,50.0,58.0,55.0,73.0,78.0,3,2,1.0,Superliga,5500000.0
E. Sviatchenko,28,Denmark,76,Midtjylland,184,82,CB,77,21.0,60.0,51.0,61.0,59.0,75.0,81.0,3,2,1.0,Superliga,7000000.0
E. Sviatchenko,29,Denmark,76,Midtjylland,184,82,CB,76,22.0,59.0,51.0,61.0,61.0,76.0,82.0,3,2,1.0,Superliga,6500000.0
E. Sviatchenko,30,Denmark,76,Midtjylland,184,82,CB,76,23.0,60.0,51.0,61.0,61.0,76.0,82.0,3,2,1.0,Superliga,6000000.0
E. Sviatchenko,31,Denmark,73,Houston Dynamo,184,82,CB,73,24.0,58.0,51.0,61.0,61.0,72.0,83.0,3,2,1.0,Major League Soccer,2100000.0
E. Taşdemir,18,Turkey,56,Bursaspor,170,66,LB,70,15.0,78.0,54.0,50.0,62.0,54.0,54.0,3,2,1.0,Super Lig,60000.0
E. Taşdemir,19,Turkey,70,Bursaspor,170,66,"LB, LM",82,16.0,83.0,53.0,60.0,71.0,67.0,66.0,3,2,1.0,Super Lig,1900000.0
E. Taşdemir,20,Turkey,71,Bursaspor,170,66,"LB, LM",79,17.0,85.0,59.0,65.0,74.0,66.0,59.0,3,2,1.0,Super Lig,2100000.0
E. Taşdemir,21,Turkey,70,Bursaspor,176,70,"LB, LM",77,18.0,85.0,59.0,64.0,74.0,66.0,58.0,3,2,1.0,Super Lig,2100000.0
E. Taşdemir,22,Turkey,71,Bursaspor,176,70,"LB, LM",78,19.0,86.0,59.0,64.0,74.0,66.0,58.0,3,3,1.0,Super Lig,2800000.0
E. Taşdemir,23,Turkey,70,Galatasaray,176,70,"LB, LM",75,20.0,85.0,59.0,64.0,73.0,66.0,58.0,3,3,1.0,Super Lig,2100000.0
E. Taşdemir,24,Turkey,71,Galatasaray,176,70,"LB, LM",75,21.0,84.0,59.0,65.0,73.0,67.0,60.0,3,3,1.0,Super Lig,2500000.0
E. Taşdemir,25,Turkey,69,Giresunspor,176,70,"LB, LM",71,22.0,82.0,59.0,65.0,73.0,62.0,60.0,2,3,1.0,Super Lig,1600000.0
E. Taşdemir,26,Turkey,66,Galatasaray,176,70,"LB, LM",67,23.0,77.0,59.0,63.0,69.0,60.0,59.0,2,3,1.0,Super Lig,925000.0
E. Taşdemir,27,Turkey,63,Pendikspor,176,70,"LB, LM",63,24.0,72.0,58.0,61.0,64.0,59.0,53.0,2,3,1.0,Super Lig,475000.0
E. Torregrossa,22,Italy,56,Crotone,184,84,ST,61,15.0,62.0,58.0,39.0,47.0,28.0,70.0,3,3,2.0,Serie B,90000.0
E. Torregrossa,23,Italy,66,Trapani,184,80,ST,72,16.0,66.0,64.0,43.0,62.0,20.0,74.0,3,3,2.0,Serie B,875000.0
E. Torregrossa,24,Italy,67,Brescia,184,80,ST,73,17.0,67.0,64.0,43.0,62.0,20.0,74.0,3,3,2.0,Serie B,1000000.0
E. Torregrossa,25,Italy,66,Brescia,184,80,ST,69,18.0,67.0,62.0,43.0,62.0,20.0,74.0,3,3,2.0,Serie B,825000.0
E. Torregrossa,26,Italy,69,Brescia,184,80,ST,72,19.0,69.0,67.0,50.0,65.0,23.0,78.0,3,3,2.0,Serie B,1300000.0
E. Torregrossa,27,Italy,70,Brescia,184,80,ST,71,20.0,73.0,68.0,52.0,66.0,23.0,73.0,3,4,1.0,Serie B,2100000.0
E. Torregrossa,28,Italy,71,Brescia,184,87,ST,71,21.0,73.0,70.0,55.0,66.0,28.0,73.0,3,4,2.0,Serie B,1900000.0
E. Torregrossa,29,Italy,71,Sampdoria,184,87,ST,71,22.0,71.0,70.0,55.0,68.0,28.0,72.0,3,4,1.0,Serie B,1900000.0
E. Torregrossa,30,Italy,71,Pisa,184,87,ST,71,23.0,73.0,70.0,55.0,68.0,28.0,74.0,3,4,2.0,Serie B,1800000.0
E. Torregrossa,31,Venezuela,71,Pisa,184,87,ST,71,24.0,73.0,70.0,55.0,68.0,28.0,74.0,3,4,2.0,Serie B,1600000.0
E. Valentini,25,Italy,65,Karlsruher SC,182,76,"LM, LW, RM, LB",68,15.0,72.0,60.0,60.0,68.0,51.0,65.0,3,2,2.0,2. Bundesliga,575000.0
E. Valentini,26,Italy,67,Karlsruher SC,182,76,"RB, LM",68,16.0,74.0,58.0,63.0,68.0,63.0,71.0,3,2,2.0,2. Bundesliga,675000.0
E. Valentini,27,Italy,70,Karlsruher SC,182,76,"RB, LB",70,17.0,75.0,55.0,64.0,69.0,65.0,74.0,3,2,2.0,2. Bundesliga,1100000.0
E. Valentini,28,Germany,69,Nürnberg,182,76,"RB, LB, RM",69,18.0,75.0,57.0,64.0,69.0,64.0,74.0,3,2,2.0,2. Bundesliga,825000.0
E. Valentini,29,Germany,71,Nürnberg,182,78,"RB, LB, RM, RWB",71,19.0,77.0,59.0,69.0,71.0,65.0,74.0,3,3,1.0,2. Bundesliga,1800000.0
E. Valentini,30,Germany,71,Nürnberg,182,78,"RB, RM",71,20.0,76.0,59.0,69.0,71.0,65.0,74.0,3,3,2.0,2. Bundesliga,1900000.0
E. Valentini,31,Germany,68,Nürnberg,182,80,"RB, LB, RWB",68,21.0,71.0,55.0,66.0,67.0,63.0,73.0,3,3,2.0,2. Bundesliga,875000.0
E. Valentini,32,Germany,68,Nürnberg,182,80,RB,68,22.0,72.0,56.0,65.0,64.0,63.0,73.0,3,3,2.0,2. Bundesliga,825000.0
E. Valentini,33,Germany,68,Nürnberg,182,80,RB,68,23.0,68.0,56.0,65.0,63.0,63.0,72.0,3,3,2.0,2. Bundesliga,625000.0
E. Valentini,34,Germany,67,Nürnberg,182,80,RB,67,24.0,58.0,57.0,64.0,63.0,64.0,71.0,3,2,2.0,2. Bundesliga,375000.0
E. Višća,24,Bosnia and Herzegovina,67,İstanbul Başakşehir,172,63,"RM, LM",71,15.0,79.0,61.0,63.0,69.0,36.0,56.0,4,3,1.0,Super Lig,725000.0
E. Višća,25,Bosnia and Herzegovina,73,İstanbul Başakşehir,172,63,"RM, LM",76,16.0,86.0,71.0,69.0,76.0,37.0,54.0,4,3,1.0,Super Lig,3500000.0
E. Višća,26,Bosnia and Herzegovina,79,İstanbul Başakşehir,172,63,RM,80,17.0,89.0,78.0,70.0,81.0,37.0,58.0,4,3,1.0,Super Lig,11500000.0
E. Višća,27,Bosnia and Herzegovina,79,İstanbul Başakşehir,172,63,RM,79,18.0,89.0,79.0,71.0,82.0,37.0,58.0,4,3,1.0,Super Lig,13000000.0
E. Višća,28,Bosnia and Herzegovina,82,İstanbul Başakşehir,172,63,RM,82,19.0,89.0,79.0,75.0,83.0,47.0,63.0,4,4,1.0,Super Lig,22500000.0
E. Višća,29,Bosnia and Herzegovina,84,İstanbul Başakşehir,172,63,"RM, RW",84,20.0,88.0,79.0,79.0,83.0,47.0,64.0,4,4,1.0,Super Lig,30500000.0
E. Višća,30,Bosnia and Herzegovina,83,İstanbul Başakşehir,172,63,RM,83,21.0,88.0,77.0,79.0,82.0,47.0,64.0,4,4,1.0,Super Lig,35000000.0
E. Višća,31,Bosnia and Herzegovina,81,İstanbul Başakşehir,172,63,"RM, RW",81,22.0,87.0,78.0,78.0,82.0,47.0,64.0,4,4,1.0,Super Lig,21500000.0
E. Višća,32,Bosnia and Herzegovina,81,Trabzonspor,172,63,"RM, RW",81,23.0,87.0,78.0,78.0,82.0,47.0,64.0,4,4,1.0,Super Lig,20500000.0
E. Višća,33,Bosnia and Herzegovina,79,Trabzonspor,172,63,"RM, RW",79,24.0,84.0,78.0,76.0,80.0,47.0,62.0,4,3,1.0,Super Lig,11000000.0
E. Zavaleta,21,United States,61,Chivas USA,185,90,CB,66,15.0,73.0,57.0,51.0,59.0,58.0,69.0,3,2,1.0,Major League Soccer,160000.0
E. Zavaleta,22,United States,64,Toronto,185,90,CB,69,16.0,71.0,58.0,52.0,59.0,61.0,72.0,3,2,1.0,Major League Soccer,500000.0
E. Zavaleta,23,United States,67,Toronto,185,84,CB,72,17.0,69.0,58.0,52.0,59.0,63.0,74.0,3,2,1.0,Major League Soccer,825000.0
E. Zavaleta,24,United States,69,Toronto,185,84,CB,72,18.0,67.0,55.0,53.0,58.0,67.0,76.0,2,2,1.0,Major League Soccer,1100000.0
E. Zavaleta,25,United States,68,Toronto,185,84,CB,71,19.0,66.0,55.0,53.0,57.0,66.0,76.0,2,2,1.0,Major League Soccer,950000.0
E. Zavaleta,26,United States,67,Toronto,185,84,CB,68,20.0,60.0,55.0,52.0,55.0,64.0,75.0,2,2,1.0,Major League Soccer,800000.0
E. Zavaleta,27,United States,65,Toronto,185,84,CB,66,21.0,58.0,55.0,52.0,54.0,63.0,75.0,2,2,1.0,Major League Soccer,725000.0
E. Zavaleta,28,El Salvador,65,Toronto,185,84,CB,65,22.0,54.0,55.0,51.0,54.0,63.0,76.0,2,2,1.0,Major League Soccer,625000.0
E. Zavaleta,29,El Salvador,65,LA Galaxy,185,84,CB,65,23.0,53.0,55.0,51.0,54.0,63.0,76.0,2,2,1.0,Major League Soccer,600000.0
E. Zavaleta,30,El Salvador,62,LA Galaxy,185,84,CB,62,24.0,46.0,46.0,50.0,53.0,59.0,73.0,2,2,1.0,Major League Soccer,325000.0
E. Ávila,27,Colombia,64,Boyacá Chicó FC,182,79,CB,65,15.0,59.0,26.0,33.0,42.0,64.0,72.0,3,2,1.0,Liga BetPlay,475000.0
E. Ávila,28,Colombia,68,Boyacá Chicó FC,184,79,CB,68,16.0,59.0,20.0,32.0,43.0,69.0,72.0,3,2,1.0,Liga BetPlay,675000.0
E. Ávila,21,Argentina,60,San Lorenzo,178,81,CAM,70,16.0,66.0,53.0,57.0,64.0,27.0,61.0,3,3,1.0,Liga Profesional,300000.0
E. Ávila,22,Argentina,61,San Lorenzo,178,81,"CAM, ST",71,17.0,67.0,53.0,57.0,64.0,27.0,61.0,4,3,1.0,Liga Profesional,375000.0
E. Ávila,23,Argentina,65,Huesca,179,81,"CAM, LM, CM, RM",74,18.0,79.0,57.0,59.0,66.0,27.0,62.0,4,3,2.0,La Liga 2,825000.0
E. Ávila,30,Colombia,65,Jaguares de Córdoba Fútbol Club,184,79,CB,65,18.0,58.0,20.0,30.0,42.0,64.0,70.0,3,2,1.0,Liga BetPlay,400000.0
E. Ávila,24,Argentina,70,Huesca,179,81,"ST, RM, LM",77,19.0,78.0,67.0,61.0,70.0,35.0,70.0,4,3,1.0,La Liga 2,2500000.0
E. Ávila,31,Colombia,63,Jaguares de Córdoba Fútbol Club,184,79,CB,63,19.0,55.0,20.0,31.0,42.0,62.0,70.0,3,2,1.0,Liga BetPlay,250000.0
E. Ávila,25,Argentina,75,Osasuna,172,81,"ST, RM",80,20.0,78.0,76.0,63.0,74.0,43.0,75.0,4,3,1.0,La Liga,9000000.0
E. Ávila,26,Argentina,79,Osasuna,172,81,"ST, RM",82,21.0,82.0,81.0,65.0,78.0,48.0,83.0,5,3,1.0,La Liga,23000000.0
E. Ávila,27,Argentina,79,Osasuna,172,81,"ST, RM",80,22.0,81.0,81.0,65.0,78.0,44.0,83.0,5,3,1.0,La Liga,20500000.0
E. Ávila,28,Argentina,79,Osasuna,172,81,"ST, RM",79,23.0,80.0,80.0,65.0,78.0,44.0,83.0,5,3,1.0,La Liga,18000000.0
E. Ávila,29,Argentina,80,Osasuna,172,81,"ST, RM, LM",80,24.0,78.0,81.0,65.0,78.0,45.0,85.0,5,3,1.0,La Liga,21000000.0
E. Ünal,17,Turkey,68,Bursaspor,185,75,ST,83,15.0,74.0,68.0,59.0,69.0,30.0,58.0,4,4,1.0,Super Lig,825000.0
E. Ünal,18,Turkey,69,Genk,185,75,ST,84,16.0,78.0,69.0,59.0,70.0,31.0,62.0,4,4,1.0,Jupiler Pro League,2000000.0
E. Ünal,19,Turkey,70,FC Twente,185,75,ST,80,17.0,72.0,71.0,60.0,68.0,31.0,67.0,4,4,1.0,Eredivisie,2000000.0
E. Ünal,20,Turkey,74,Villarreal,185,78,ST,84,18.0,70.0,77.0,61.0,73.0,32.0,66.0,4,4,1.0,La Liga,9000000.0
E. Ünal,21,Turkey,78,Villarreal,185,75,ST,84,19.0,74.0,80.0,62.0,75.0,36.0,69.0,4,4,1.0,La Liga,14500000.0
E. Ünal,22,Turkey,77,Real Valladolid,185,75,ST,84,20.0,72.0,77.0,64.0,76.0,36.0,78.0,3,3,1.0,La Liga 2,12500000.0
E. Ünal,23,Turkey,75,Getafe,187,78,ST,81,21.0,69.0,77.0,64.0,76.0,36.0,77.0,3,3,1.0,La Liga,9000000.0
E. Ünal,24,Turkey,75,Getafe,187,78,ST,81,22.0,68.0,77.0,64.0,75.0,36.0,77.0,3,3,1.0,La Liga,9000000.0
E. Ünal,25,Turkey,78,Getafe,187,78,ST,82,23.0,69.0,81.0,65.0,75.0,40.0,76.0,3,3,1.0,La Liga,20000000.0
E. Ünal,26,Turkey,82,Getafe,187,78,ST,84,24.0,72.0,84.0,70.0,82.0,40.0,80.0,4,3,1.0,La Liga,38000000.0
Embarba,22,Spain,60,Rayo Vallecano,177,72,"RW, LW",68,15.0,72.0,53.0,57.0,65.0,26.0,53.0,3,3,1.0,La Liga,210000.0
Embarba,23,Spain,72,Rayo Vallecano,173,66,"LM, RM",80,16.0,77.0,66.0,68.0,76.0,28.0,56.0,3,3,1.0,La Liga,3100000.0
Embarba,24,Spain,74,Rayo Vallecano,173,66,"RM, LM, CAM",78,17.0,81.0,68.0,70.0,76.0,49.0,57.0,3,3,2.0,La Liga,4300000.0
Embarba,25,Spain,72,Rayo Vallecano,173,66,"RM, LM, CAM",75,18.0,78.0,65.0,68.0,72.0,51.0,63.0,3,3,2.0,La Liga,3900000.0
Embarba,26,Spain,76,Rayo Vallecano,173,66,"RM, ST, LM",77,19.0,78.0,69.0,75.0,75.0,47.0,64.0,3,3,1.0,La Liga,9000000.0
Embarba,27,Spain,76,Rayo Vallecano,173,66,"RM, ST, LM",76,20.0,79.0,69.0,75.0,75.0,47.0,65.0,3,3,2.0,La Liga,8000000.0
Embarba,28,Spain,75,Espanyol,173,66,"RM, LM, ST",75,21.0,78.0,69.0,73.0,75.0,47.0,65.0,3,3,2.0,La Liga 2,5500000.0
Embarba,29,Spain,80,Espanyol,173,68,"RM, LM, ST",80,22.0,83.0,77.0,78.0,79.0,55.0,72.0,4,4,1.0,La Liga 2,20500000.0
Embarba,30,Spain,75,Almería,173,68,"RM, LM, ST",75,23.0,77.0,74.0,74.0,75.0,43.0,69.0,4,4,1.0,La Liga,5500000.0
Embarba,31,Spain,76,Almería,173,68,"LM, RM",76,24.0,76.0,75.0,75.0,75.0,43.0,69.0,4,4,1.0,La Liga,6000000.0
Emerson,33,Brazil,72,Livorno,187,80,"CB, CDM, CM",72,15.0,66.0,54.0,61.0,63.0,72.0,77.0,3,3,2.0,Serie B,1100000.0
Emerson,19,Brazil,64,Palermo,176,63,LB,77,15.0,79.0,46.0,57.0,69.0,62.0,62.0,3,2,1.0,Serie B,325000.0
Emerson,34,Brazil,73,Livorno,187,80,"CB, CDM",73,16.0,66.0,48.0,57.0,64.0,72.0,79.0,3,3,2.0,Serie B,900000.0
Emerson,32,Brazil,72,Avaí FC,186,83,CB,72,16.0,59.0,46.0,54.0,43.0,75.0,70.0,3,2,1.0,Serie A,1200000.0
Emerson,20,Brazil,68,Roma,176,63,LB,79,16.0,79.0,47.0,59.0,72.0,64.0,64.0,3,2,1.0,Serie A,1300000.0
Emerson,21,Brazil,69,Roma,176,63,LB,77,17.0,79.0,47.0,59.0,72.0,64.0,63.0,3,2,1.0,Serie A,1300000.0
Emerson,22,Italy,76,Roma,176,63,"LWB, LB",80,18.0,79.0,59.0,66.0,77.0,68.0,62.0,3,2,1.0,Serie A,8500000.0
Emerson,23,Italy,76,Chelsea,176,63,"LWB, LB, LM",80,19.0,77.0,59.0,66.0,77.0,70.0,61.0,3,3,1.0,Premier League,8500000.0
Emerson,24,Italy,77,Chelsea,175,77,"LB, LM",82,20.0,79.0,59.0,68.0,78.0,74.0,62.0,3,3,1.0,Premier League,10500000.0
Emerson,25,Italy,79,Chelsea,176,79,LB,82,21.0,81.0,63.0,70.0,79.0,75.0,64.0,2,3,1.0,Premier League,21500000.0
Emerson,26,Italy,78,Olympique Lyonnais,176,79,"LB, LWB",79,22.0,80.0,63.0,70.0,78.0,75.0,63.0,2,3,1.0,Ligue 1,15000000.0
Emerson,27,Italy,77,West Ham United,176,79,LB,77,23.0,74.0,63.0,75.0,78.0,73.0,63.0,2,3,1.0,Premier League,10000000.0
Emerson,28,Italy,77,West Ham United,176,79,LB,77,24.0,76.0,63.0,75.0,78.0,73.0,64.0,2,3,1.0,Premier League,9500000.0
Erik Morán,23,Spain,69,Athletic Club,187,74,"CDM, CM",73,15.0,55.0,42.0,61.0,62.0,63.0,77.0,3,2,1.0,La Liga,750000.0
Erik Morán,24,Spain,70,Real Zaragoza,187,75,"CM, CDM",77,16.0,50.0,45.0,67.0,66.0,67.0,76.0,3,2,2.0,La Liga 2,1900000.0
Erik Morán,25,Spain,72,Real Zaragoza,187,75,"CDM, CM",78,17.0,50.0,45.0,68.0,65.0,66.0,77.0,3,2,2.0,La Liga 2,2400000.0
Erik Morán,26,Spain,72,Leganés,187,74,"CDM, CM",76,18.0,41.0,47.0,68.0,67.0,67.0,71.0,3,2,1.0,La Liga 2,3300000.0
Erik Morán,27,Spain,71,AEK Athens,187,74,"CDM, CM",73,19.0,41.0,47.0,67.0,67.0,68.0,71.0,3,3,1.0,Super League,2300000.0
Erik Morán,28,Spain,71,AEK Athens,187,73,"CDM, CM",72,20.0,39.0,47.0,67.0,67.0,68.0,71.0,3,3,,Super League,2400000.0
Erik Morán,29,Spain,69,Ponferradina,187,74,"CDM, CM",69,21.0,39.0,47.0,66.0,67.0,66.0,69.0,3,3,2.0,La Liga 2,1200000.0
Erik Morán,30,Spain,70,Ponferradina,187,74,"CDM, CM",70,22.0,42.0,47.0,66.0,66.0,67.0,73.0,3,2,2.0,La Liga 2,1300000.0
Erik Morán,31,Spain,71,Ponferradina,186,75,CDM,71,23.0,41.0,50.0,69.0,66.0,68.0,74.0,3,2,2.0,La Liga 2,1300000.0
Erik Morán,32,Spain,67,Amorebieta,187,74,CDM,67,24.0,40.0,50.0,64.0,61.0,65.0,74.0,3,2,2.0,La Liga 2,675000.0
Escudero,24,Spain,70,Getafe,176,72,"LB, LM",75,15.0,77.0,53.0,67.0,71.0,68.0,71.0,2,3,1.0,La Liga,1500000.0
Escudero,25,Spain,73,Sevilla,176,72,LB,76,16.0,76.0,56.0,67.0,72.0,72.0,73.0,2,3,1.0,La Liga,2900000.0
Escudero,26,Spain,77,Sevilla,176,72,LB,78,17.0,76.0,56.0,70.0,71.0,76.0,73.0,2,3,1.0,La Liga,6500000.0
Escudero,27,Spain,79,Sevilla,176,72,"LB, LM",79,18.0,75.0,56.0,73.0,71.0,76.0,73.0,2,3,1.0,La Liga,10500000.0
Escudero,28,Spain,79,Sevilla,176,72,"LB, LM, LWB",79,19.0,75.0,63.0,73.0,71.0,78.0,73.0,2,3,1.0,La Liga,10000000.0
Escudero,29,Spain,79,Sevilla,176,72,"LB, LM",79,20.0,72.0,63.0,74.0,71.0,79.0,72.0,2,3,1.0,La Liga,10500000.0
Escudero,30,Spain,80,Sevilla,176,72,"LB, LM",80,21.0,72.0,63.0,75.0,72.0,79.0,71.0,2,3,1.0,La Liga,18000000.0
Escudero,31,Spain,78,Granada,176,72,"LB, LM",78,22.0,69.0,63.0,74.0,71.0,78.0,71.0,2,3,1.0,La Liga,10000000.0
Escudero,32,Spain,75,Real Valladolid,176,72,"LB, LM",75,23.0,67.0,63.0,72.0,70.0,76.0,69.0,2,3,1.0,La Liga 2,3900000.0
Escudero,33,Spain,74,Real Valladolid,176,72,"LB, LM",74,24.0,66.0,62.0,72.0,70.0,74.0,68.0,2,3,2.0,La Liga 2,2200000.0
F. Acerbi,25,Italy,73,Sassuolo,192,89,CB,77,15.0,54.0,45.0,47.0,49.0,76.0,70.0,3,2,1.0,Serie A,2400000.0
F. Acerbi,26,Italy,75,Sassuolo,192,88,CB,77,16.0,54.0,41.0,45.0,49.0,78.0,71.0,3,2,1.0,Serie A,4100000.0
F. Acerbi,27,Italy,81,Sassuolo,192,88,CB,82,17.0,64.0,49.0,57.0,58.0,83.0,77.0,3,2,1.0,Serie A,15500000.0
F. Acerbi,29,Italy,82,Sassuolo,192,88,CB,82,18.0,62.0,50.0,58.0,58.0,85.0,77.0,3,2,1.0,Serie A,17000000.0
F. Acerbi,30,Italy,82,Lazio,192,88,CB,82,19.0,59.0,50.0,58.0,57.0,85.0,80.0,3,2,1.0,Serie A,16500000.0
